maintenance_id,start_time,end_time,machine_id,line_id,technician_id,maintenance_type_id,related_failure_id,duration_minutes,labor_cost,parts_cost,part_id,part_quantity,total_cost
252,2022-07-12 12:03:00,2022-07-12 20:00:00,5,2,5,2,62.0,477,2782.5,0,,0,2782.5
253,2022-07-13 10:19:00,2022-07-13 10:59:00,6,2,9,1,,40,260.0,4200,6.0,1,4460.0
254,2022-07-13 10:35:00,2022-07-13 11:17:00,2,1,10,1,,42,273.0,0,,0,273.0
255,2022-07-13 18:46:00,2022-07-13 19:09:00,3,1,3,1,,23,134.17,8700,15.0,1,8834.17
256,2022-07-13 20:53:00,2022-07-13 23:00:00,1,1,7,2,63.0,127,740.83,0,,0,740.83
257,2022-07-14 16:17:00,2022-07-14 19:00:00,3,1,8,2,64.0,163,1141.0,3200,8.0,1,4341.0
258,2022-07-14 20:03:00,2022-07-14 20:39:00,12,3,10,1,,36,234.0,47000,20.0,1,47234.0
259,2022-07-15 14:47:00,2022-07-15 15:24:00,11,3,4,1,,37,197.33,0,,0,197.33
260,2022-07-15 15:30:00,2022-07-15 23:00:00,7,2,2,2,65.0,450,2775.0,19500,12.0,1,22275.0
261,2022-07-16 19:25:00,2022-07-16 20:05:00,7,2,9,1,,40,260.0,60000,18.0,1,60260.0
262,2022-07-17 14:47:00,2022-07-17 15:19:00,5,2,10,1,,32,208.0,0,,0,208.0
263,2022-07-18 18:16:00,2022-07-18 18:52:00,8,2,2,1,,36,222.0,0,,0,222.0
264,2022-07-18 19:35:00,2022-07-18 20:08:00,1,1,9,1,,33,214.5,0,,0,214.5
265,2022-07-19 01:07:00,2022-07-19 08:00:00,12,3,9,2,66.0,413,2684.5,3200,8.0,1,5884.5
266,2022-07-19 06:37:00,2022-07-19 14:13:00,11,3,7,1,,456,2660.0,3500,5.0,1,6160.0
267,2022-07-20 15:22:00,2022-07-20 15:58:00,10,3,8,1,,36,252.0,0,,0,252.0
268,2022-07-21 06:57:00,2022-07-21 07:42:00,9,3,5,1,,45,262.5,0,,0,262.5
269,2022-07-21 20:35:00,2022-07-22 04:07:00,2,1,4,1,,452,2410.67,1800,3.0,2,4210.67
270,2022-07-22 19:30:00,2022-07-22 22:00:00,2,1,8,2,67.0,150,1050.0,0,,0,1050.0
271,2022-07-24 20:45:00,2022-07-24 21:40:00,6,2,5,1,,55,320.83,0,,0,320.83
272,2022-07-25 09:58:00,2022-07-25 16:00:00,6,2,2,2,68.0,362,2232.33,42000,16.0,1,44232.33
273,2022-07-25 12:22:00,2022-07-25 20:00:00,4,1,8,2,69.0,458,3206.0,0,,0,3206.0
274,2022-07-25 20:50:00,2022-07-25 21:45:00,3,1,5,1,,55,320.83,0,,0,320.83
275,2022-07-26 10:31:00,2022-07-26 11:12:00,12,3,9,1,,41,266.5,0,,0,266.5
276,2022-07-27 01:13:00,2022-07-27 06:00:00,11,3,8,2,70.0,287,2009.0,9600,7.0,2,11609.0
277,2022-07-27 10:41:00,2022-07-27 11:39:00,2,1,6,1,,58,309.33,42000,16.0,1,42309.33
278,2022-07-27 19:32:00,2022-07-27 20:12:00,7,2,4,1,,40,213.33,0,,0,213.33
279,2022-07-28 13:16:00,2022-07-28 13:50:00,11,3,8,1,,34,238.0,0,,0,238.0
280,2022-07-28 21:07:00,2022-07-28 21:45:00,8,2,7,1,,38,221.67,0,,0,221.67
281,2022-07-30 04:28:00,2022-07-30 10:00:00,9,3,5,2,71.0,332,1936.67,66000,11.0,3,67936.67
282,2022-07-30 21:58:00,2022-07-31 02:00:00,10,3,5,2,72.0,242,1411.67,0,,0,1411.67
283,2022-07-31 14:39:00,2022-07-31 15:19:00,1,1,3,1,,40,233.33,0,,0,233.33
284,2022-07-31 18:30:00,2022-07-31 19:00:00,5,2,5,1,,30,175.0,8400,6.0,2,8575.0
285,2022-08-01 19:56:00,2022-08-01 20:37:00,10,3,10,1,,41,266.5,0,,0,266.5
286,2022-08-03 02:35:00,2022-08-03 06:00:00,3,1,3,2,73.0,205,1195.83,0,,0,1195.83
287,2022-08-03 12:09:00,2022-08-03 12:39:00,9,3,10,1,,30,195.0,1800,1.0,1,1995.0
288,2022-08-03 16:53:00,2022-08-03 23:00:00,1,1,9,2,74.0,367,2385.5,60000,18.0,1,62385.5
289,2022-08-05 12:50:00,2022-08-05 13:37:00,6,2,4,1,,47,250.67,0,,0,250.67
290,2022-08-05 16:26:00,2022-08-05 16:50:00,3,1,5,1,,24,140.0,0,,0,140.0
291,2022-08-07 11:00:00,2022-08-07 11:39:00,12,3,7,1,,39,227.5,3600,4.0,3,3827.5
292,2022-08-08 12:28:00,2022-08-08 12:58:00,2,1,3,1,,30,175.0,2400,2.0,1,2575.0
293,2022-08-08 21:28:00,2022-08-08 21:50:00,4,1,9,1,,22,143.0,55000,17.0,1,55143.0
294,2022-08-09 07:40:00,2022-08-09 08:17:00,7,2,10,1,,37,240.5,0,,0,240.5
295,2022-08-09 16:04:00,2022-08-09 16:36:00,8,2,8,1,,32,224.0,0,,0,224.0
296,2022-08-10 16:33:00,2022-08-10 18:47:00,8,2,6,1,,134,714.67,9600,7.0,2,10314.67
297,2022-08-11 06:31:00,2022-08-11 06:59:00,11,3,9,1,,28,182.0,0,,0,182.0
298,2022-08-11 09:01:00,2022-08-11 14:00:00,8,2,9,2,75.0,299,1943.5,0,,0,1943.5
299,2022-08-11 13:17:00,2022-08-11 20:00:00,7,2,6,2,76.0,403,2149.33,2400,2.0,1,4549.33
300,2022-08-11 18:37:00,2022-08-11 19:00:00,5,2,7,1,,23,134.17,0,,0,134.17
301,2022-08-13 10:57:00,2022-08-13 11:17:00,9,3,2,1,,20,123.33,0,,0,123.33
302,2022-08-14 09:44:00,2022-08-14 15:00:00,6,2,5,2,77.0,316,1843.33,0,,0,1843.33
303,2022-08-14 13:25:00,2022-08-14 14:09:00,1,1,10,1,,44,286.0,0,,0,286.0
304,2022-08-15 20:36:00,2022-08-15 21:18:00,10,3,5,1,,42,245.0,3600,1.0,2,3845.0
305,2022-08-17 15:04:00,2022-08-17 15:28:00,6,2,7,1,,24,140.0,0,,0,140.0
306,2022-08-17 19:09:00,2022-08-17 20:08:00,3,1,7,1,,59,344.17,0,,0,344.17
307,2022-08-18 01:05:00,2022-08-18 07:00:00,2,1,6,2,78.0,355,1893.33,19600,14.0,2,21493.33
308,2022-08-18 18:40:00,2022-08-18 22:00:00,3,1,3,2,79.0,200,1166.67,18500,10.0,1,19666.67
309,2022-08-19 05:34:00,2022-08-19 16:00:00,4,1,11,2,80.0,626,8868.33,0,,0,8868.33
310,2022-08-19 10:43:00,2022-08-19 11:13:00,7,2,4,1,,30,160.0,0,,0,160.0
311,2022-08-19 18:58:00,2022-08-19 19:20:00,12,3,10,1,,22,143.0,0,,0,143.0
312,2022-08-20 21:21:00,2022-08-20 22:09:00,8,2,7,1,,48,280.0,5400,1.0,3,5680.0
313,2022-08-21 09:54:00,2022-08-21 19:00:00,12,3,8,2,81.0,546,3822.0,8700,15.0,1,12522.0
314,2022-08-21 14:09:00,2022-08-21 14:45:00,2,1,7,1,,36,210.0,0,,0,210.0
315,2022-08-23 11:33:00,2022-08-23 12:10:00,5,2,10,1,,37,240.5,900,3.0,1,1140.5
316,2022-08-24 13:44:00,2022-08-24 14:32:00,9,3,5,1,,48,280.0,0,,0,280.0
317,2022-08-24 15:26:00,2022-08-24 16:06:00,11,3,3,1,,40,233.33,0,,0,233.33
318,2022-08-28 00:54:00,2022-08-28 06:00:00,9,3,4,2,82.0,306,1632.0,0,,0,1632.0
319,2022-08-28 11:46:00,2022-08-28 12:37:00,6,2,2,1,,51,314.5,0,,0,314.5
320,2022-08-28 19:42:00,2022-08-28 20:13:00,3,1,9,1,,31,201.5,0,,0,201.5
321,2022-08-28 20:44:00,2022-08-28 21:04:00,1,1,10,1,,20,130.0,0,,0,130.0
322,2022-08-29 06:54:00,2022-08-29 07:53:00,10,3,6,1,,59,314.67,0,,0,314.67
323,2022-08-29 09:15:00,2022-08-29 10:08:00,7,2,3,1,,53,309.17,0,,0,309.17
324,2022-08-31 17:24:00,2022-08-31 20:00:00,11,3,3,2,83.0,156,910.0,0,,0,910.0
325,2022-09-01 08:53:00,2022-09-01 09:22:00,8,2,6,1,,29,154.67,0,,0,154.67
326,2022-09-01 17:22:00,2022-09-01 17:55:00,12,3,2,1,,33,203.5,0,,0,203.5
327,2022-09-02 06:05:00,2022-09-02 06:48:00,4,1,4,1,,43,229.33,0,,0,229.33
328,2022-09-04 09:54:00,2022-09-04 12:00:00,5,2,8,2,84.0,126,882.0,0,,0,882.0
329,2022-09-04 13:41:00,2022-09-04 14:09:00,2,1,3,1,,28,163.33,0,,0,163.33
330,2022-09-04 18:10:00,2022-09-04 18:30:00,5,2,9,1,,20,130.0,19500,12.0,1,19630.0
331,2022-09-05 09:53:00,2022-09-05 12:18:00,10,3,9,1,,145,942.5,0,,0,942.5
332,2022-09-06 05:45:00,2022-09-06 09:00:00,2,1,6,2,85.0,195,1040.0,4200,6.0,1,5240.0
333,2022-09-07 13:00:00,2022-09-07 13:27:00,1,1,9,1,,27,175.5,0,,0,175.5
334,2022-09-07 14:01:00,2022-09-07 14:35:00,6,2,3,1,,34,198.33,42000,16.0,1,42198.33
335,2022-09-07 21:08:00,2022-09-07 21:39:00,11,3,7,1,,31,180.83,0,,0,180.83
336,2022-09-07 21:10:00,2022-09-07 21:50:00,9,3,4,1,,40,213.33,42000,16.0,1,42213.33
337,2022-09-08 14:32:00,2022-09-08 15:31:00,3,1,5,1,,59,344.17,0,,0,344.17
338,2022-09-09 01:04:00,2022-09-09 08:00:00,1,1,8,2,86.0,416,2912.0,110000,17.0,2,112912.0
339,2022-09-09 10:05:00,2022-09-09 10:42:00,10,3,7,1,,37,215.83,0,,0,215.83
340,2022-09-10 10:23:00,2022-09-10 13:00:00,6,2,10,2,87.0,157,1020.5,4800,7.0,1,5820.5
341,2022-09-10 12:00:00,2022-09-10 19:00:00,10,3,4,2,88.0,420,2240.0,0,,0,2240.0
342,2022-09-10 17:29:00,2022-09-10 22:00:00,7,2,7,2,89.0,271,1580.83,0,,0,1580.83
343,2022-09-11 07:29:00,2022-09-11 13:39:00,3,1,8,1,,370,2590.0,0,,0,2590.0
344,2022-09-11 07:57:00,2022-09-11 11:00:00,8,2,9,2,90.0,183,1189.5,76000,19.0,2,77189.5
345,2022-09-12 06:58:00,2022-09-12 07:26:00,12,3,8,1,,28,196.0,55000,17.0,1,55196.0
346,2022-09-14 03:12:00,2022-09-14 05:00:00,3,1,11,2,91.0,108,1530.0,0,,0,1530.0
347,2022-09-14 07:40:00,2022-09-14 08:23:00,8,2,4,1,,43,229.33,0,,0,229.33
348,2022-09-14 10:14:00,2022-09-14 10:34:00,5,2,8,1,,20,140.0,0,,0,140.0
349,2022-09-15 06:58:00,2022-09-15 07:30:00,4,1,10,1,,32,208.0,8400,6.0,2,8608.0
350,2022-09-16 00:17:00,2022-09-16 05:00:00,4,1,8,2,92.0,283,1981.0,1800,1.0,1,3781.0
351,2022-09-16 15:01:00,2022-09-16 15:25:00,2,1,6,1,,24,128.0,4800,7.0,1,4928.0
352,2022-09-18 04:27:00,2022-09-18 10:00:00,12,3,2,2,93.0,333,2053.5,0,,0,2053.5
353,2022-09-19 06:35:00,2022-09-19 06:58:00,6,2,10,1,,23,149.5,0,,0,149.5
354,2022-09-19 08:16:00,2022-09-19 08:43:00,1,1,4,1,,27,144.0,0,,0,144.0
355,2022-09-19 17:06:00,2022-09-19 18:00:00,11,3,3,1,,54,315.0,0,,0,315.0
356,2022-09-19 19:16:00,2022-09-19 20:07:00,10,3,4,1,,51,272.0,3500,5.0,1,3772.0
357,2022-09-20 09:59:00,2022-09-20 10:19:00,7,2,9,1,,20,130.0,0,,0,130.0
358,2022-09-20 21:57:00,2022-09-21 06:00:00,9,3,1,2,94.0,483,4427.5,4200,6.0,1,8627.5
359,2022-09-21 10:55:00,2022-09-21 11:51:00,3,1,9,1,,56,364.0,0,,0,364.0
360,2022-09-23 08:46:00,2022-09-23 09:10:00,12,3,5,1,,24,140.0,0,,0,140.0
361,2022-09-24 00:57:00,2022-09-24 04:00:00,10,3,4,2,95.0,183,976.0,2400,2.0,1,3376.0
362,2022-09-24 19:46:00,2022-09-24 20:40:00,8,2,4,1,,54,288.0,0,,0,288.0
363,2022-09-26 04:46:00,2022-09-26 11:00:00,11,3,9,2,96.0,374,2431.0,0,,0,2431.0
364,2022-09-27 03:38:00,2022-09-27 07:00:00,6,2,5,2,97.0,202,1178.33,0,,0,1178.33
365,2022-09-27 09:04:00,2022-09-27 14:27:00,1,1,6,1,,323,1722.67,0,,0,1722.67
366,2022-09-28 08:59:00,2022-09-28 09:47:00,5,2,10,1,,48,312.0,0,,0,312.0
367,2022-09-28 13:47:00,2022-09-28 14:07:00,2,1,7,1,,20,116.67,0,,0,116.67
368,2022-09-29 14:57:00,2022-09-29 15:26:00,6,2,6,1,,29,154.67,0,,0,154.67
369,2022-09-29 15:35:00,2022-09-29 16:21:00,4,1,7,1,,46,268.33,0,,0,268.33
370,2022-09-30 15:46:00,2022-09-30 16:41:00,10,3,3,1,,55,320.83,0,,0,320.83
371,2022-10-01 06:58:00,2022-10-01 07:22:00,1,1,8,1,,24,168.0,0,,0,168.0
372,2022-10-02 06:27:00,2022-10-02 07:17:00,3,1,10,1,,50,325.0,0,,0,325.0
373,2022-10-02 09:57:00,2022-10-02 10:41:00,7,2,7,1,,44,256.67,0,,0,256.67
374,2022-10-02 16:24:00,2022-10-02 17:15:00,11,3,9,1,,51,331.5,0,,0,331.5
375,2022-10-03 17:33:00,2022-10-03 18:17:00,12,3,10,1,,44,286.0,1800,1.0,1,2086.0
376,2022-10-03 20:52:00,2022-10-04 04:33:00,12,3,4,1,,461,2458.67,18500,10.0,1,20958.67
377,2022-10-04 17:06:00,2022-10-04 17:32:00,9,3,9,1,,26,169.0,0,,0,169.0
378,2022-10-05 13:25:00,2022-10-05 14:24:00,8,2,8,1,,59,413.0,0,,0,413.0
379,2022-10-08 06:31:00,2022-10-08 07:25:00,5,2,7,1,,54,315.0,0,,0,315.0
380,2022-10-10 15:27:00,2022-10-10 15:57:00,10,3,8,1,,30,210.0,0,,0,210.0
381,2022-10-11 06:06:00,2022-10-11 06:50:00,2,1,5,1,,44,256.67,0,,0,256.67
382,2022-10-11 23:22:00,2022-10-12 02:00:00,2,1,2,2,98.0,158,974.33,60000,18.0,1,60974.33
383,2022-10-12 04:55:00,2022-10-12 11:00:00,6,2,3,2,99.0,365,2129.17,120000,18.0,2,122129.17
384,2022-10-12 06:23:00,2022-10-12 10:00:00,12,3,10,2,100.0,217,1410.5,3600,1.0,2,5010.5
385,2022-10-12 10:59:00,2022-10-12 12:00:00,1,1,8,2,101.0,61,427.0,0,,0,427.0
386,2022-10-12 12:04:00,2022-10-12 12:54:00,4,1,8,1,,50,350.0,0,,0,350.0
387,2022-10-12 12:41:00,2022-10-12 14:00:00,7,2,2,2,102.0,79,487.17,12500,9.0,1,12987.17
388,2022-10-12 17:26:00,2022-10-12 18:25:00,6,2,3,1,,59,344.17,1800,1.0,1,2144.17
389,2022-10-13 03:44:00,2022-10-13 11:00:00,4,1,4,2,103.0,436,2325.33,0,,0,2325.33
390,2022-10-14 18:13:00,2022-10-14 19:12:00,3,1,10,1,,59,383.5,12500,9.0,1,12883.5
391,2022-10-14 19:54:00,2022-10-14 20:38:00,12,3,4,1,,44,234.67,180000,18.0,3,180234.67
392,2022-10-16 08:56:00,2022-10-16 09:29:00,7,2,5,1,,33,192.5,22000,11.0,1,22192.5
393,2022-10-16 16:32:00,2022-10-16 20:00:00,9,3,5,2,104.0,208,1213.33,18500,10.0,1,19713.33
394,2022-10-16 18:16:00,2022-10-16 19:12:00,11,3,7,1,,56,326.67,42000,16.0,1,42326.67
395,2022-10-17 06:35:00,2022-10-17 07:19:00,8,2,6,1,,44,234.67,0,,0,234.67
396,2022-10-17 16:11:00,2022-10-17 23:00:00,5,2,7,2,105.0,409,2385.83,19600,14.0,2,21985.83
397,2022-10-18 01:53:00,2022-10-18 07:00:00,8,2,1,2,106.0,307,2814.17,60000,18.0,1,62814.17
398,2022-10-18 05:22:00,2022-10-18 08:00:00,11,3,10,2,107.0,158,1027.0,17400,15.0,2,18427.0
399,2022-10-18 10:13:00,2022-10-18 10:36:00,9,3,8,1,,23,161.0,8700,15.0,1,8861.0
400,2022-10-19 07:02:00,2022-10-19 14:19:00,9,3,2,1,,437,2694.83,38000,19.0,1,40694.83
401,2022-10-19 16:34:00,2022-10-19 17:01:00,5,2,3,1,,27,157.5,0,,0,157.5
402,2022-10-20 17:30:00,2022-10-20 22:00:00,3,1,3,2,108.0,270,1575.0,29400,14.0,3,30975.0
403,2022-10-22 11:14:00,2022-10-22 12:01:00,10,3,9,1,,47,305.5,0,,0,305.5
404,2022-10-22 13:11:00,2022-10-22 14:04:00,1,1,2,1,,53,326.83,0,,0,326.83
405,2022-10-23 15:31:00,2022-10-23 16:20:00,4,1,8,1,,49,343.0,0,,0,343.0
406,2022-10-24 11:59:00,2022-10-24 12:49:00,2,1,4,1,,50,266.67,0,,0,266.67
407,2022-10-26 10:31:00,2022-10-26 11:21:00,6,2,3,1,,50,291.67,0,,0,291.67
408,2022-10-26 12:00:00,2022-10-26 12:56:00,3,1,6,1,,56,298.67,0,,0,298.67
409,2022-10-27 20:36:00,2022-10-27 21:08:00,8,2,9,1,,32,208.0,0,,0,208.0
410,2022-10-27 21:33:00,2022-10-27 22:02:00,12,3,4,1,,29,154.67,0,,0,154.67
411,2022-10-28 12:58:00,2022-10-28 21:00:00,2,1,2,2,109.0,482,2972.33,2700,3.0,3,5672.33
412,2022-10-28 18:56:00,2022-10-28 19:41:00,11,3,7,1,,45,262.5,0,,0,262.5
413,2022-10-29 06:38:00,2022-10-29 07:06:00,7,2,4,1,,28,149.33,0,,0,149.33
414,2022-10-29 08:20:00,2022-10-29 09:05:00,5,2,9,1,,45,292.5,0,,0,292.5
415,2022-10-29 09:14:00,2022-10-29 10:02:00,9,3,9,1,,48,312.0,0,,0,312.0
416,2022-10-30 20:07:00,2022-10-31 00:29:00,11,3,7,1,,262,1528.33,1800,1.0,1,3328.33
417,2022-10-31 15:28:00,2022-10-31 21:53:00,4,1,10,1,,385,2502.5,42000,16.0,1,44502.5
418,2022-11-03 09:01:00,2022-11-03 09:34:00,4,1,8,1,,33,231.0,0,,0,231.0
419,2022-11-03 18:08:00,2022-11-03 19:00:00,10,3,2,1,,52,320.67,0,,0,320.67
420,2022-11-05 08:43:00,2022-11-05 09:42:00,1,1,7,1,,59,344.17,0,,0,344.17
421,2022-11-05 11:17:00,2022-11-05 14:00:00,10,3,4,2,110.0,163,869.33,9600,7.0,2,10469.33
422,2022-11-05 22:24:00,2022-11-06 01:00:00,9,3,6,2,111.0,156,832.0,9800,14.0,1,10632.0
423,2022-11-06 19:35:00,2022-11-06 20:17:00,3,1,10,1,,42,273.0,0,,0,273.0
424,2022-11-07 01:10:00,2022-11-07 03:00:00,4,1,2,2,112.0,110,678.33,2700,3.0,3,3378.33
425,2022-11-07 15:14:00,2022-11-07 15:50:00,6,2,9,1,,36,234.0,0,,0,234.0
426,2022-11-07 17:53:00,2022-11-07 18:51:00,2,1,4,1,,58,309.33,0,,0,309.33
427,2022-11-08 16:20:00,2022-11-08 17:00:00,12,3,7,1,,40,233.33,0,,0,233.33
428,2022-11-08 21:18:00,2022-11-08 22:16:00,9,3,10,1,,58,377.0,0,,0,377.0
429,2022-11-09 02:30:00,2022-11-09 11:00:00,7,2,9,2,113.0,510,3315.0,0,,0,3315.0
430,2022-11-09 11:27:00,2022-11-09 12:15:00,5,2,10,1,,48,312.0,0,,0,312.0
431,2022-11-10 17:08:00,2022-11-10 17:28:00,8,2,5,1,,20,116.67,0,,0,116.67
432,2022-11-10 17:38:00,2022-11-10 18:05:00,11,3,10,1,,27,175.5,2400,2.0,1,2575.5
433,2022-11-11 18:14:00,2022-11-11 18:51:00,7,2,4,1,,37,197.33,0,,0,197.33
434,2022-11-13 07:27:00,2022-11-13 09:00:00,6,2,8,2,114.0,93,651.0,3200,8.0,1,3851.0
435,2022-11-13 11:21:00,2022-11-13 16:50:00,8,2,4,1,,329,1754.67,0,,0,1754.67
436,2022-11-14 05:59:00,2022-11-14 08:00:00,3,1,2,2,115.0,121,746.17,110000,17.0,2,110746.17
437,2022-11-14 21:12:00,2022-11-14 21:58:00,4,1,2,1,,46,283.67,0,,0,283.67
438,2022-11-15 08:09:00,2022-11-15 09:08:00,10,3,2,1,,59,363.83,9800,14.0,1,10163.83
439,2022-11-16 20:53:00,2022-11-16 21:52:00,3,1,6,1,,59,314.67,0,,0,314.67
440,2022-11-17 02:55:00,2022-11-17 05:00:00,5,2,3,2,116.0,125,729.17,0,,0,729.17
441,2022-11-17 08:00:00,2022-11-17 08:54:00,1,1,6,1,,54,288.0,0,,0,288.0
442,2022-11-18 12:08:00,2022-11-18 12:52:00,6,2,9,1,,44,286.0,0,,0,286.0
443,2022-11-19 18:12:00,2022-11-19 18:59:00,2,1,5,1,,47,274.17,0,,0,274.17
444,2022-11-20 08:54:00,2022-11-20 14:00:00,1,1,4,2,117.0,306,1632.0,4200,6.0,1,5832.0
445,2022-11-20 09:56:00,2022-11-20 12:00:00,11,3,10,2,118.0,124,806.0,60000,18.0,1,60806.0
446,2022-11-20 09:57:00,2022-11-20 10:31:00,9,3,4,1,,34,181.33,0,,0,181.33
447,2022-11-21 02:59:00,2022-11-21 04:00:00,8,2,4,2,119.0,61,325.33,38000,19.0,1,38325.33
448,2022-11-21 11:58:00,2022-11-21 12:44:00,7,2,8,1,,46,322.0,0,,0,322.0
449,2022-11-22 07:39:00,2022-11-22 08:21:00,8,2,10,1,,42,273.0,0,,0,273.0
450,2022-11-22 10:33:00,2022-11-22 11:29:00,5,2,5,1,,56,326.67,22000,11.0,1,22326.67
451,2022-11-22 11:51:00,2022-11-22 15:22:00,6,2,10,1,,211,1371.5,3500,5.0,1,4871.5
452,2022-11-22 12:54:00,2022-11-22 13:30:00,12,3,3,1,,36,210.0,0,,0,210.0
453,2022-11-23 07:40:00,2022-11-23 13:00:00,10,3,7,2,120.0,320,1866.67,3500,5.0,1,5366.67
454,2022-11-23 19:32:00,2022-11-24 01:00:00,2,1,5,2,121.0,328,1913.33,4200,6.0,1,6113.33
455,2022-11-23 21:09:00,2022-11-24 00:00:00,12,3,5,2,122.0,171,997.5,44000,11.0,2,44997.5
456,2022-11-24 06:39:00,2022-11-24 07:29:00,4,1,3,1,,50,291.67,0,,0,291.67
457,2022-11-24 21:58:00,2022-11-24 22:55:00,11,3,7,1,,57,332.5,0,,0,332.5
458,2022-11-26 10:08:00,2022-11-26 10:37:00,3,1,5,1,,29,169.17,0,,0,169.17
459,2022-11-29 06:04:00,2022-11-29 06:49:00,1,1,8,1,,45,315.0,55500,10.0,3,55815.0
460,2022-11-29 07:33:00,2022-11-29 08:05:00,10,3,7,1,,32,186.67,0,,0,186.67
461,2022-11-30 19:59:00,2022-11-30 20:43:00,6,2,3,1,,44,256.67,25000,9.0,2,25256.67
462,2022-11-30 22:39:00,2022-12-01 04:00:00,9,3,4,2,123.0,321,1712.0,900,3.0,1,2612.0
463,2022-12-02 13:40:00,2022-12-02 14:38:00,2,1,2,1,,58,357.67,0,,0,357.67
464,2022-12-03 14:10:00,2022-12-03 19:00:00,7,2,5,2,124.0,290,1691.67,1200,4.0,1,2891.67
465,2022-12-03 19:13:00,2022-12-03 19:36:00,8,2,7,1,,23,134.17,0,,0,134.17
466,2022-12-04 06:02:00,2022-12-04 06:45:00,9,3,9,1,,43,279.5,0,,0,279.5
467,2022-12-04 21:22:00,2022-12-04 21:47:00,5,2,3,1,,25,145.83,0,,0,145.83
468,2022-12-05 14:41:00,2022-12-05 15:18:00,12,3,7,1,,37,215.83,0,,0,215.83
469,2022-12-06 10:25:00,2022-12-06 11:19:00,3,1,5,1,,54,315.0,39000,12.0,2,39315.0
470,2022-12-07 10:29:00,2022-12-07 10:51:00,11,3,4,1,,22,117.33,0,,0,117.33
471,2022-12-07 13:09:00,2022-12-07 19:29:00,2,1,8,1,,380,2660.0,38000,19.0,1,40660.0
472,2022-12-07 21:23:00,2022-12-07 22:17:00,4,1,7,1,,54,315.0,19500,12.0,1,19815.0
473,2022-12-09 07:28:00,2022-12-09 08:00:00,10,3,2,1,,32,197.33,0,,0,197.33
474,2022-12-09 23:13:00,2022-12-10 05:00:00,2,1,1,2,125.0,347,3180.83,1200,4.0,1,4380.83
475,2022-12-11 14:14:00,2022-12-11 14:48:00,1,1,4,1,,34,181.33,0,,0,181.33
476,2022-12-13 10:43:00,2022-12-13 15:00:00,11,3,8,2,126.0,257,1799.0,18500,10.0,1,20299.0
477,2022-12-13 17:46:00,2022-12-13 23:00:00,4,1,9,2,127.0,314,2041.0,60000,18.0,1,62041.0
478,2022-12-13 19:19:00,2022-12-13 19:59:00,6,2,4,1,,40,213.33,0,,0,213.33
479,2022-12-14 07:18:00,2022-12-14 11:00:00,6,2,10,2,128.0,222,1443.0,9600,7.0,2,11043.0
480,2022-12-14 18:27:00,2022-12-14 19:11:00,2,1,9,1,,44,286.0,0,,0,286.0
481,2022-12-15 06:39:00,2022-12-15 15:00:00,5,2,1,2,129.0,501,4592.5,8400,6.0,2,12992.5
482,2022-12-15 08:07:00,2022-12-15 08:29:00,8,2,3,1,,22,128.33,0,,0,128.33
483,2022-12-16 10:07:00,2022-12-16 11:01:00,7,2,4,1,,54,288.0,0,,0,288.0
484,2022-12-16 15:10:00,2022-12-16 16:07:00,3,1,3,1,,57,332.5,0,,0,332.5
485,2022-12-17 12:39:00,2022-12-17 16:00:00,3,1,5,2,130.0,201,1172.5,4200,6.0,1,5372.5
486,2022-12-17 16:15:00,2022-12-17 16:52:00,12,3,4,1,,37,197.33,0,,0,197.33
487,2022-12-17 16:42:00,2022-12-17 17:22:00,5,2,8,1,,40,280.0,0,,0,280.0
488,2022-12-18 09:33:00,2022-12-18 10:21:00,9,3,9,1,,48,312.0,3200,8.0,1,3512.0
489,2022-12-19 14:01:00,2022-12-19 22:00:00,9,3,7,2,131.0,479,2794.17,4800,7.0,1,7594.17
490,2022-12-19 19:06:00,2022-12-19 19:35:00,4,1,10,1,,29,188.5,0,,0,188.5
491,2022-12-20 03:07:00,2022-12-20 09:00:00,10,3,10,2,132.0,353,2294.5,94000,20.0,2,96294.5
492,2022-12-21 11:33:00,2022-12-21 12:08:00,11,3,7,1,,35,204.17,18500,10.0,1,18704.17
493,2022-12-21 13:58:00,2022-12-21 18:00:00,1,1,6,2,133.0,242,1290.67,0,,0,1290.67
494,2022-12-22 09:34:00,2022-12-22 13:00:00,8,2,7,2,134.0,206,1201.67,44000,11.0,2,45201.67
495,2022-12-23 13:20:00,2022-12-23 14:14:00,6,2,8,1,,54,378.0,0,,0,378.0
496,2022-12-23 21:28:00,2022-12-23 22:26:00,10,3,9,1,,58,377.0,0,,0,377.0
497,2022-12-24 11:52:00,2022-12-24 12:17:00,2,1,6,1,,25,133.33,0,,0,133.33
498,2022-12-27 16:33:00,2022-12-27 17:19:00,3,1,2,1,,46,283.67,0,,0,283.67
499,2022-12-27 21:31:00,2022-12-28 03:17:00,3,1,11,1,,346,4901.67,3600,1.0,2,8501.67
500,2022-12-28 09:48:00,2022-12-28 10:32:00,7,2,9,1,,44,286.0,1800,1.0,1,2086.0
501,2022-12-29 09:02:00,2022-12-29 09:55:00,9,3,10,1,,53,344.5,0,,0,344.5
502,2022-12-29 12:15:00,2022-12-29 12:49:00,5,2,10,1,,34,221.0,0,,0,221.0
503,2022-12-29 18:18:00,2022-12-29 19:15:00,8,2,3,1,,57,332.5,0,,0,332.5
